LoanNumber,DateApproved,BorrowerName,Term,InitialApprovalAmount,F_Undisbursed,Channel,Region,TypeOfCall,InterestPerYear
7428198309,1/28/2021,MAGNOLIA SPECIALIZED SERVICES INC,60,352385,0,App,North,,0.05
2369468608,3/15/2021,MUSEUM OF DISCOVERY,60,351900,0,App,North,,0.05
8485008506,3/10/2021,KBH2 ELITE INC,60,351560.47,0,App,North,,0.05
4240528306,1/23/2021,MIRABELLAS TABLE LLC,60,351347.5,0,App,North,,0.05
8090048306,1/29/2021,PAN FIRE INC,60,350707,0,App,North,,0.05
6395178900,5/2/2021,CACHE RIVER VALLEY SEED LLC,60,350423,0,App,North,,0.05
2248238504,2/20/2021,DAVIS TRAILER & EQUIPMENT INC.,60,347848.42,0,App,North,,0.05
5383388303,1/25/2021,GENESIS DATACOM LLC,60,347600,0,App,North,,0.05
5180978608,3/20/2021,MP PRODUCTIONS LLC,60,346827,0,App,North,,0.05
3369048801,4/14/2021,D & P INVESTMENTS INC,60,346808.87,0,App,North,,0.05
3654858404,2/5/2021,NEW HOPE PROSTHETIC & ORTHOTIC SERVICES INC.,60,346700,0,App,North,,0.05
2178738407,2/3/2021,PHELPS FAN LLC,60,346300,0,App,North,,0.05
5754238402,2/9/2021,MATTHEWS RIDGEVIEW FARMS PARTNERSHIP,60,346140.52,0,App,North,,0.05
6956678310,1/27/2021,MOJO MARKETING INC,60,345562.5,0,App,North,,0.05
7476028407,2/12/2021,"J. C. CLIFT TRUCK LINE, INC.",60,345062,0,App,North,,0.05
9408178403,2/17/2021,ARKROSE RESTAURANT INC,60,344384.32,0,App,North,,0.05
7828098302,1/28/2021,HENRY'S AERIAL SERVICE INC.,60,344300,0,App,North,,0.05
7048938402,2/11/2021,KING RIB INC,60,344235.78,0,App,North,,0.05
5345758306,1/25/2021,AEROTECH MACHINE CORP,60,343963.95,0,App,North,,0.05
5202828709,4/2/2021,HOPE CANCER RESOURCES,60,342905,0,App,North,,0.05
7008028809,4/21/2021,CENTERLINE SYSTEMS LLC,60,342700,0,App,North,,0.05
6705208304,1/27/2021,BIRD'S HOSPITALITY INN INC.,60,342650,0,App,North,,0.05
3323568406,2/4/2021,HARVEY PEDIATRICS PLLC,60,342500,0,App,North,,0.05
9463318302,1/30/2021,C & G INC,60,342086.5,0,App,North,,0.05
1583968405,2/2/2021,NWA OPO LLC,60,341110.84,0,App,North,,0.05
1612688306,1/19/2021,COUNTRYSIDE ASSISTED LIVING LLC,60,340922.93,0,App,North,,0.05
5298168400,2/8/2021,MEXICO VIEJO INC,60,339619,0,App,North,,0.05
3545448400,2/5/2021,PICK-IT CONSTRUCTION INC,60,338057,0,App,North,,0.05
8941148409,2/14/2021,STEVE BEAM CONSTRUCTION INC.,60,337770,0,App,North,,0.05
1752318509,2/19/2021,TATUM SMITH WELCHER ENGINEERS INC.,60,337682,0,App,North,,0.05
8737838407,2/13/2021,"FAST LANE ENTERTAINMENT, L.L.C.",60,336612,0,App,North,,0.05
2704418308,1/21/2021,SOLFUELS USA INC.,60,336600,0,App,North,,0.05
1597368501,2/19/2021,AIMCO EQUIPMENT COMPANY LLC,60,336582.5,0,App,North,,0.05
2792229000,5/18/2021,ORR IMPORTS OF ARKANSAS INC.,60,336500,0,App,North,,0.05
5222178407,2/8/2021,YOGIJI INC,24,336066.5,0,App,North,,0.05
6071728304,1/26/2021,SUBIACO ABBEY,60,335255,0,App,North,,0.05
3907438406,2/5/2021,BROWERS AND ASSOCIATES WELDING SERVICES,60,335157.5,0,App,North,,0.05
4359328302,1/23/2021,ARKANSAS INSURANCE ALLIANCE PLLC,60,333942.5,0,App,North,,0.05
4570058310,1/23/2021,MARION COUNTY PAVING LLC,60,333670,0,App,North,,0.05
3170878403,2/4/2021,CONTRACTOR SOLUTION GROUP LLC,60,333317.79,0,App,North,,0.05
5285318801,4/17/2021,K2 MARINE INC.,60,333238.4,0,App,North,,0.05
3421288605,3/17/2021,BUFFET JOINT LLC,60,332818,0,App,North,,0.05
2385398306,1/20/2021,BLACKJACK EXPRESS LLC,60,332256.62,0,App,North,,0.05
3178818401,2/4/2021,JACKSONVILLE STEEL INC,60,332000,0,App,North,,0.05
6256238404,2/10/2021,TRI-STATE INDUSTRIAL CONTRACTORS INC.,60,331000,0,App,North,,0.05
2643988506,2/22/2021,10 FITNESS CORPORATE SALES INC. OF LITTLE ROCK,60,330942,0,App,North,,0.05
1354478309,1/17/2021,SHELBY TAYLOR TRUCKING INC.,60,330529,0,App,North,,0.05
7280628310,1/28/2021,PINNACLE CAR SERVICES INC,60,330356,0,App,North,,0.05
8805538403,2/14/2021,PETROMARK INC,60,330000,0,App,North,,0.05
2777478305,1/21/2021,HENRY EYE CLINIC INC,60,329354.22,0,App,North,,0.05
8768278310,1/30/2021,CP&P CONSTRUCTION LLC,60,328000,0,App,North,,0.05
1699328501,2/19/2021,WORD MACHINERY INC.,60,327824.57,0,App,North,,0.05
3927928909,4/28/2021,LAYTON SAWMILL LLC,60,327570,0,App,North,,0.05
9774488500,3/12/2021,TKZ LLC,60,327456.5,0,App,North,,0.05
3081488304,1/21/2021,JBGB OF FAYETTEVILLE LLC,60,327222,0,App,North,,0.05
9941258205,1/14/2021,BIG ORANGE - ROGERS LLC,60,327200,0,App,North,,0.05
4987228308,1/23/2021,CONWAY GLASS OF ARKANSAS,60,325417.5,0,App,North,,0.05
7847128500,3/8/2021,J V ROCKWELL PUBLISHING CO INC,60,325010,0,App,North,,0.05
9982148203,1/15/2021,"CHARLES LEDBETTER LOGGING, INC",60,325000,0,App,North,,0.05
4311248303,1/23/2021,RCAL PRODUCTS INC.,60,324256.5,0,App,North,,0.05
2613358700,3/30/2021,SCOTT SYSTEMS INC.,60,324200,0,App,North,,0.05
3290648300,1/21/2021,CAMPBELL ELECTRIC INC.,60,324062.5,0,App,North,,0.05
8649558809,4/22/2021,ARKANSAS QUALITY THERAPY,60,324009,0,App,North,,0.05
2650418508,2/22/2021,QMT LLC,60,323975,0,App,North,,0.05
4195298309,1/23/2021,INK ENTERPRISES INC,60,323900,0,App,North,,0.05
4836688701,4/1/2021,SWEETSER CONSTRUCTION INC.,60,323549.65,0,App,North,,0.05
5082358704,4/2/2021,ARKANSAS PEDIATRIC CLINIC PLLC,60,323548.97,0,App,North,,0.05
8157378404,2/13/2021,JJEM MATADOR LLC,60,323501.5,0,App,North,,0.05
1592888309,1/19/2021,"LYCUS LTD., LLC",60,323400,0,App,North,,0.05
3607568506,2/24/2021,EVENTURE AMERICA INC,60,323169.25,0,App,North,,0.05
4513488401,2/6/2021,TASK ELECTRIC LLC,60,322762,0,App,North,,0.05
5170458307,1/25/2021,KOBE STEAK HOUSE & SUSHI LLC,60,322434,0,App,North,,0.05
3458028405,2/5/2021,JAMES R CHILDERS ARCHITECT INC,60,322400,0,App,North,,0.05
6035588302,1/26/2021,RIC INC.,60,322092,0,App,North,,0.05
1395468400,2/1/2021,D.S. MURPHY CONSTRUCTION LLC,60,321267.82,0,App,North,,0.05
8843848403,2/14/2021,PRECISION RATHOLE INC.,60,321132.5,0,App,North,,0.05
5218968307,1/25/2021,REGIONAL JET CENTER INC,60,320700,0,App,North,,0.05
5316848408,2/8/2021,HILR PARTNERS LLC,60,320100,0,App,North,,0.05
5924918300,1/26/2021,INSPIRATION DAY TREATMENT,60,320000,0,App,North,,0.05
3400858306,1/22/2021,3-D CONTRACTING CORP,60,319552.5,0,App,North,,0.05
4665568705,4/1/2021,TITAN MARINE LLC,60,319392.35,0,App,North,,0.05
4920498510,2/26/2021,ALLEN AND KENDRICK LLC,60,319306.15,0,App,North,,0.05
4007668404,2/5/2021,PAUL MORRELL INVESTMENTS INC,60,319162,0,App,North,,0.05
8586598300,1/29/2021,D & N CONSTRUCTION LLC,60,318900,0,App,North,,0.05
4255238806,4/16/2021,NORTHEAST ARKANSAS LABORFORCE LLC,60,318404.8,0,App,North,,0.05
8903088403,2/14/2021,MARKHAM RESTAURANT SUPPLY INC,60,318155,0,App,North,,0.05
4110828304,1/22/2021,LITTLE ROCK LANDSCAPE INC.,60,317715,0,App,North,,0.05
4119938309,1/22/2021,TRINITY REHABILITATION INC,60,317150,0,App,North,,0.05
4957648500,2/26/2021,BRAY SHEET METAL COMPANY,60,317095,0,App,North,,0.05
4177968403,2/6/2021,SUGAR CREEK FOODS INTERNATIONAL INC,60,316703.87,0,App,North,,0.05
8486108405,2/13/2021,"INTEGRITY CONSTRUCTION OF ARKANSAS, INC.",60,316522.5,0,App,North,,0.05
8005078409,2/12/2021,OTOLARYNGOLOGY & FACIAL SURGERY CENTRE,60,316487.62,0,App,North,,0.05
9767938909,5/12/2021,SORRELLS SAWMILL INC,60,316200,0,App,North,,0.05
7423378904,5/7/2021,TRU-CAB INC.,60,315800,0,App,North,,0.05
5092878504,2/27/2021,TROTTER AUTO INC,60,315784.67,0,App,North,,0.05
7985588300,1/29/2021,NLS CONSTRUCTION LLC,60,314751.6,0,App,North,,0.05
1968718303,1/20/2021,SANTO COYOTE INC.,60,314720,0,App,North,,0.05
4519448401,2/6/2021,BARGO ENGINEERING INC,60,314600,0,App,North,,0.05
9317788501,3/12/2021,FLEMING NETWORK SERVICES & SECURITY INC,60,314345,0,App,North,,0.05
8936508307,1/30/2021,HART CONSTRUCTION LLC,60,314200,0,App,North,,0.05
6111408308,1/26/2021,ALLEGRA PRINT & IMAGING OF ARKANSAS INC.,60,313455,0,App,North,,0.05
3370888400,2/4/2021,AR FRESH MEX INC.,59,313400,0,App,North,,0.05
5370548304,1/25/2021,CAREER STAFFING SERVICES,60,313300,0,App,North,,0.05
4468908505,2/25/2021,ALLIED SUPPLY INC.,60,313200,0,App,North,,0.05
1654758508,2/19/2021,CALION LUMBER COMPANY INC,60,313095.57,0,App,North,,0.05
9382728501,3/12/2021,RIVERWOOD HOMES LLC,60,312856.87,0,App,North,,0.05
7693618403,2/12/2021,C & B TRUCKING STP INC.,60,312460,0,App,North,,0.05
8160258404,2/13/2021,BARMAC ACCESS CONTROLS LLC,60,312333.47,0,App,North,,0.05
2307138510,2/20/2021,MILLER BUTLER SCHNEIDER PAWLIK & ROZZELL PLLC,60,312326.52,0,App,North,,0.05
1037788304,1/16/2021,ARTEX ELECTRIC CO.,60,312193,0,App,North,,0.05
5337628509,2/27/2021,ELNA M SMITH FOUNDATION,60,311968.97,0,App,North,,0.05
6627268402,2/10/2021,INNERPLAN INC.,60,311735,0,App,North,,0.05
1062078305,1/16/2021,FAMILY MEDICINE OF WHITE HALL PA,60,311668.97,0,App,North,,0.05
7343878400,2/11/2021,EL PORTON OF ARKANSAS INC,60,311440,0,App,North,,0.05
3254708602,3/16/2021,DANIEL VAIL INVESTMENTS LLC,60,311277,0,App,North,,0.05
5620418609,3/20/2021,IVORY A KINSLOW MD PA,60,311000,0,App,North,,0.05
4132088504,2/25/2021,OASIS TRADING LLC,60,310948.61,0,App,North,,0.05
5575918410,2/9/2021,OURPHARMA LLC,60,309694,0,App,North,,0.05
5819858402,2/9/2021,SURE FIT HOLDINGS LLC,60,309678.1,0,App,North,,0.05
2535268309,1/21/2021,FELIX THOMSON COMPANY,60,309547.5,0,App,North,,0.05
3188988301,1/21/2021,501 PRIME LLC,60,309547,0,App,North,,0.05
5548528906,4/30/2021,MCCUIEN MANAGEMENT & MARKETING GROUP LLC,60,309540,0,App,North,,0.05
1533648503,2/19/2021,LAVIDA PROPERTIES LLC,60,308700,0,App,North,,0.05
4245788509,2/25/2021,PALADINO CONSTRUCTION INC,60,308462.77,0,App,North,,0.05
8363238910,5/11/2021,JOURNEYNORTH INC,60,308045,0,App,North,,0.05
8228578305,1/29/2021,ADMIRAL MOVING SERVICES INC,60,307782,0,App,North,,0.05
3485378400,2/5/2021,CENTER POINT CONTRACTORS INC.,60,307750,0,App,North,,0.05
2425388309,1/20/2021,HSA ENGINEERING CONSULTING SERVICES INC.,60,307502.5,0,App,North,,0.05
7562928805,4/21/2021,CENTERLESS GRINDING INC.,60,307153.68,0,App,North,,0.05
2668818301,1/21/2021,OMSUBWAYINC,60,307149.5,0,App,North,,0.05
4207068700,4/1/2021,COLONEL P. INC,60,306951.57,0,App,North,,0.05
7682208403,2/12/2021,CRITTENDEN COUNTY RESTAURANT LLC,60,306013.5,0,App,North,,0.05
2607868508,2/20/2021,OPTIMAL PAIN AND WELLNESS PA.,60,306010.32,0,App,North,,0.05
8953818602,3/25/2021,NATIONAL LIFT OF ARKANSAS INC,60,305900,0,App,North,,0.05
1094748506,2/18/2021,DEVILDOG MANAGEMENT LLC,60,305400,0,App,North,,0.05
5449288301,1/25/2021,"NWA RESTORE IT, INC.",60,305391.22,0,App,North,,0.05
3525508408,2/5/2021,K. W. JESTER LOGGING INC,60,304400,0,App,North,,0.05
5313078309,1/25/2021,SENTINEL MANUFACTURING INC,60,303351,0,App,North,,0.05
8962688406,2/14/2021,PUTNAM LINCOLN MERCURY INC,60,302937.5,0,App,North,,0.05
1077238602,3/12/2021,BUSINESS WORLD INC,60,302896.62,0,App,North,,0.05
7852688302,1/28/2021,TRANSONE LLC,60,302892.5,0,App,North,,0.05
9956538307,1/31/2021,THERA-PLAY PEDIATRICS INC,60,302685,0,App,North,,0.05
7096688905,5/5/2021,SHANE E. FORD OD PA,60,302000,0,App,North,,0.05
2768218404,2/4/2021,QUO CLIPS,60,300640.82,0,App,North,,0.05
8928788310,1/30/2021,CENTRAL ARKANSAS DISABILITY SERVICES INC,60,288964.27,0,App,North,,0.05
4329348710,4/1/2021,HOGS & HEELS INC.,60,300558,0,Web,North,,0.05
2736808802,4/13/2021,SECOND PRESBYTERIAN CHURCH PRESCHOOL,60,300000,0,Web,North,,0.05
3044218501,2/22/2021,ALL STEEL CONSTRUCTION INC.,60,300000,0,Web,North,,0.05
3337548608,3/16/2021,BLACK DOG OUTDOOR PRODUCTS LLC,60,299670,0,Web,North,,0.05
2322568508,2/20/2021,MILESTONES SERVICES INC.,60,299500,0,Web,North,,0.05
2999438310,1/21/2021,V1 LLC,60,299428.5,0,Web,North,,0.05
4117678310,1/22/2021,H & H ELECTRIC INC,60,299410,0,Web,North,,0.05
1773968406,2/2/2021,WADE'S OFFICE PRODUCTS INC.,60,299295,0,Web,North,,0.05
5300548407,2/8/2021,BUFFALO OUTDOOR CENTER INC,60,299061,1,Web,North,,0.25
8971458409,2/14/2021,UNIFORCE PLASTICS LLC,60,298955,1,Web,North,,0.25
5190488302,1/25/2021,NEGAWATT PARTNERS L.L.C.,60,298800,1,Web,North,,0.25
6585788406,2/10/2021,"HIGHTOWER & SHEPARD GROUP, LLC",60,298755.65,1,Web,North,,0.25
7469778400,2/12/2021,NABORS ENTERPRISES INC,60,297668,1,Web,North,,0.25
9843118303,1/31/2021,G W L ADVERTISING INC,60,297414.4,1,Web,North,,0.25
4531898508,2/26/2021,LIBERTY SUPPLY INC.,60,297392.5,1,Web,North,,0.25
2412898310,1/20/2021,HERRIN LAND CO. INC,60,297100,1,Web,North,,0.25
4565158409,2/6/2021,WOOD SPECIALTY PRODUCTS INC,60,296937.5,1,Web,North,,0.25
7181048405,2/11/2021,WESTAR REFRIGERATED TRANSPORTATION INC,60,296932,1,Web,North,,0.25
7997378402,2/12/2021,B & B SHEET METAL WORKS INC.,60,296907,1,Web,North,,0.25
7206968309,1/28/2021,IZZYS INC.,60,296800,1,Web,North,,0.25
6519308502,3/3/2021,BOYS AND GIRLS CLUB OF BENTON COUNTY,60,296345,1,Web,North,,0.25
8802068300,1/30/2021,POM INCORPORATED,60,295972.72,1,Web,North,,0.25
9733018405,2/17/2021,HAND CUT STEAKS OF BENTON INC.,60,295833.54,1,Web,North,,0.25
6625878404,2/10/2021,ARKANSAS SYMPHONY ORCHESTRA SOCIETY,60,295741.5,1,Web,North,,0.25
2770588409,2/4/2021,SAN JOSE INC,60,295529.5,1,Web,North,,0.25
3781738406,2/5/2021,WSP2 LLC,60,295032.5,1,Web,North,,0.25
6771358606,3/23/2021,LETS EAT LLC,60,295018,1,Web,North,,0.25
4287988301,1/23/2021,WHITE RIVER HARDWOODS-WOODWORK,60,294890,1,Web,North,,0.25
1150488604,3/12/2021,GALLEY SUPPORT INNOVATIONS INC,60,294600,1,Web,North,,0.25
7976388504,3/8/2021,FOUNDATION LIFE INS CO OF ARK,60,294376.82,1,Web,North,,0.25
8911118301,1/30/2021,VAN HERPEN AND CO LLC,60,294364,1,Web,North,,0.25
4528548507,2/26/2021,TIMBER PRODUCERS LLC,60,294000,1,Web,North,,0.25
9124718506,3/12/2021,APEX REDI-MIXED CONCRETE COMPANY,60,294000,1,Web,North,,0.25
4799308300,1/23/2021,J & J AG INC,60,293792.5,1,Web,North,,0.25
9810588406,2/17/2021,LITTLE ROCK DERMATOLOGY CLINIC PA,60,293570,1,Web,North,,0.25
3161018510,2/23/2021,LOCAL FLAVOR INC,60,293374,1,Web,North,,0.25
4202668301,1/23/2021,TRBL HOLDING COMPANY LLC,60,293230,1,Web,North,,0.25
1524598608,3/13/2021,HOSPICE CARE SERVICES,60,292900,1,Web,North,,0.25
2536918403,2/3/2021,RE-CY LLC,60,292800,1,Web,North,,0.25
4121468505,2/25/2021,PILLOW CLINIC PLLC,60,292487,1,Web,North,,0.25
3667048309,1/22/2021,CENTRAL ARKANSAS PETROLEUM INC.,60,292282,1,Web,North,,0.25
6198128505,3/3/2021,DAVE GRUNDFEST COMPANY,60,292013.47,1,Web,North,,0.25
9004348301,1/30/2021,T. W. WAGNER INC.,60,291750.72,1,Web,North,,0.25
4397018304,1/23/2021,GENTRY CHEVY INC.,60,291082.05,1,Web,North,,0.25
2322528300,1/20/2021,FABCO MACHINE CORPORATION,60,290717.5,1,Web,North,,0.25
2474838309,1/20/2021,OPIES LANDSCAPING LLC,60,290320,1,Web,North,,0.25
1944738402,2/2/2021,LOCA LUNA LLC,60,290244,1,Web,North,,0.25
2202138307,1/20/2021,DEL-SHA CONSTRUCTION LLC,60,288400,1,Web,North,,0.25
6633228310,1/27/2021,CORE ARCHITECTS INC,60,288280,1,Web,North,,0.25
7399708405,2/11/2021,PETTIT AND PETTIT CONSULTING ENGINEERS INC.,60,287780,1,Web,North,,0.25
8616798303,1/29/2021,ALEXANDERS MACHINE SHOP INC,60,287500,1,Web,North,,0.25
6543438310,1/27/2021,E & E COMMERCIAL INVESTMENTS LLC,60,286717.16,1,Web,North,,0.25
5500598601,3/20/2021,HENDRY OIL COMPANY INC,60,286422,1,Web,North,,0.25
4153668707,3/31/2021,501 UNION INC,60,286195,1,Web,North,,0.25
3719158408,2/5/2021,JENKINS ENTERPRISES INC,60,285953.82,1,Web,North,,0.25
7007158310,1/27/2021,FIRE SYSTEMS TECHNOLOGY INC,60,285920,1,Web,North,,0.25
2727308302,1/21/2021,MARKS CHILDREN'S DENTISTRY PLLC,60,285612.5,1,Web,North,,0.25
9668878408,2/17/2021,1944 HOP LLC,60,285534.86,1,Web,North,,0.25
3790648307,1/22/2021,GENE BRAZEALE LUMBER CO. INC.,60,285500,1,Web,North,,0.25
1388538301,1/17/2021,REYNOLDS CONSTRUCTION CO. INC.,60,284700,1,Web,North,,0.25
3772308600,3/17/2021,R & R SPORTS COMPANY LLC,60,284289,1,Web,North,,0.25
6548508306,1/27/2021,KILGORE VISION CENTER INC,60,284220,1,Web,North,,0.25
5340488407,2/8/2021,LITTLE ROCK SURGERY CENTER LLC,60,284152.5,1,Web,North,,0.25
2469218502,2/20/2021,DUKE MFG LLC,60,283665.6,1,Web,North,,0.25
4361358604,3/18/2021,GILL RAGON OWEN P.A.,60,283266,1,Web,North,,0.25
7498488406,2/12/2021,DAR VAN BUREN RESTAURANT LLC,60,283000,1,Web,North,,0.25
5992238310,1/26/2021,MCNEELY CHARTER SERVICE INC.,60,282955.75,1,Web,North,,0.25
5975458402,2/9/2021,WORLD MARTIAL ARTS AND SUPPLY INC,60,308055,1,Web,North,,0.25
8871648301,1/30/2021,MURDOCK'S INC.,60,281500,1,Web,North,,0.25
5222058308,1/25/2021,ARACREBS I LLC,60,281000,1,Web,North,,0.25
7787358300,1/28/2021,BOB CASH COMPANY INC,60,280840,1,Web,North,,0.25
4973728500,2/26/2021,C&H DINING CLUB INC.,60,280800,1,Web,North,,0.25
5326208408,2/8/2021,CATFISH HOLE FAYETTEVILLE INC,60,280200,1,Web,North,,0.25
3367728310,1/22/2021,HUTTON CONTRACTING C INC.,60,280090.39,1,Web,North,,0.25
7885168306,1/28/2021,TURF CATERING COMPANY OF DELAWARE,60,280000,1,Web,North,,0.25
7290658301,1/28/2021,DRS. TINNIN HARRIS JOHNSON & SILVESTRI,60,279696.45,1,Web,North,,0.25
3163548509,2/23/2021,COLOUR & DESIGN INC.,60,279258.07,1,Web,North,,0.25
3908688304,1/22/2021,TWO SISTERS CATERING INC.,60,278740,1,Web,North,,0.25
2615768502,2/20/2021,ARKLATX OPERATING CO. INC,60,278350,1,Web,North,,0.25
1638648401,2/2/2021,HOPE LANDING INC.,60,278000,1,Web,North,,0.25
4167168308,1/23/2021,PARAGOULD STAFFING LLC,60,277780,1,Web,North,,0.25
3577578703,3/31/2021,NICK'S BAR LOUIE INC.,60,276500,1,Web,North,,0.25
2525078307,1/21/2021,THE SELLS AGENCY INC,60,276365,1,Web,North,,0.25
4124198306,1/22/2021,NORTECH GRAPHICS INC,60,276222.96,1,Web,North,,0.25
3786978407,2/5/2021,LEISURE HOSPITALITY LLC,60,276000,1,Web,North,,0.25
5469618704,4/2/2021,GERTRUDE REMMELL BUTLER METHODIST CDC,60,275975,1,Web,North,,0.25
8734208400,2/13/2021,MODUS STUDIO PLLC,60,275055,1,Web,North,,0.25
7893958307,1/28/2021,PARTY CITY OF ARKANSAS INC,60,275000,1,Web,North,,0.25
4928358410,2/7/2021,GLASS ERECTORS LLC,60,274900,1,Web,North,,0.25
5881538303,1/26/2021,AMERICAN MOBILE TRANSPORTATION LLC,60,274867.5,1,Web,North,,0.25
6790748404,2/11/2021,BATSON INC,60,274832.82,1,Web,North,,0.25
6685388401,2/10/2021,FIRST BAPTIST CHURCH FORT SMITH,60,274807,1,Web,North,,0.25
2789048509,2/22/2021,TEMPORARIES PLUS INC,60,274776.7,1,Web,North,,0.25
4119848306,1/22/2021,VNE INC,60,274746.5,1,Web,North,,0.25
8884398406,2/14/2021,MOJITOS LLC,60,274473.5,1,Web,North,,0.25
4123508606,3/18/2021,ROGERS CYM LLC,60,274122,1,Web,North,,0.25
4448778506,2/25/2021,COLUMBIA CHRISTIAN SCHOOL INC.,60,274116.67,1,Web,North,,0.25
5147348409,2/7/2021,CHEERS INCORPORATED,60,273745.53,1,Web,North,,0.25
2668719008,5/18/2021,AUTO APPEARANCE GROUP LLC,60,273718,1,Web,North,,0.25
2288168501,2/20/2021,KINGWOOD FORESTRY SERVICES INC,60,273600,1,Web,North,,0.25
2991708608,3/16/2021,WRD INC,60,273550.05,1,Web,North,,0.25
3977348605,3/17/2021,DANIELL AIR & ELECTRIC INC,60,273197.85,1,Web,North,,0.25
1298968504,2/18/2021,ANTIGUA'S GRILL LLC,60,272839,1,Web,North,,0.25
2002118307,1/20/2021,BOGARD INC,60,272790,1,Web,North,,0.25
4915508408,2/7/2021,BEST DAM STEAKHOUSE LLC,60,272477.94,1,Web,North,,0.25
4588648602,3/18/2021,ARKANSAS PERIODONTAL&IMPLANT ASSOCIATES,60,272175,1,Web,North,,0.25
7422488508,3/6/2021,MY VILLAGE PHARMACY LLC,60,271914.12,1,Web,North,,0.25
4189178410,2/6/2021,ALL SEASONS ROOFING INC.,60,271100,1,Web,North,,0.25
9831658402,2/17/2021,SCHICKEL'S CLEANERS INC.,60,270375,1,Web,North,,0.25
1057898310,1/16/2021,"FIBER TEL CONTRACTORS, INC",60,270337,1,Web,North,,0.25
3946108709,3/31/2021,MOUNTAIN HOME MANUFACTURING CORP,60,269800,1,Web,North,,0.25
1758398305,1/19/2021,LENCRED INC,60,269133.07,1,Web,North,,0.25
6862468305,1/27/2021,SOUTHERN SQUARES CO. INC.,60,269060,1,Web,North,,0.25
8561578407,2/13/2021,WECO INC,60,268332,1,Web,North,,0.25
3004568507,2/22/2021,WASABI SHOGUN LLC,60,268276.4,1,Web,North,,0.25
3569968506,2/24/2021,POLK COUNTY DEVELOPMENTAL CENTER INC,60,268229.62,1,Web,North,,0.25
3782938703,3/31/2021,TOP LINE FUEL & FOOD LLC,60,268185,1,Web,North,,0.25
3658748501,2/24/2021,PAIN & INTERVENTIONAL RADIOLOGY SPECIALISTS P.A.,60,268040,1,Web,North,,0.25
5282448407,2/8/2021,COM-CRETE LLC,60,267900,1,Web,North,,0.25
8497258301,1/29/2021,WHISTLE LUMBER COMPANY INC.,60,267145,1,Web,North,,0.25
6925168405,2/11/2021,SIMS INSURANCE INC.,60,267032,1,Web,North,,0.25
6007518306,1/26/2021,MOUNT SEQUOYAH CENTER INC,60,266600,1,Web,North,,0.25
8916808306,1/30/2021,1933 HOP LTD,60,266231.24,1,Web,North,,0.25
9053388309,1/30/2021,THE HATHAWAY GROUP INC.,60,266077.32,1,Web,North,,0.25
4836808406,2/7/2021,AXIS ELECTRIC LLC,60,266000,1,Web,North,,0.25
8714278500,3/10/2021,DEVELOPMENT CONSULTANTS INC,60,265600,1,Web,North,,0.25
7673468300,1/28/2021,COMMERCE CONSTRUCTION CO. INC,60,264975,1,Web,North,,0.25
3751048704,3/31/2021,GREEN & CHAPMAN LLC,60,264387.25,1,Web,North,,0.25
7690008402,2/12/2021,CARSON ENGINEERING & MFG INC.,60,264272,1,Web,North,,0.25
2308588300,1/20/2021,HOLT EYE CLINIC PLLC,60,263700,1,Web,North,,0.25
7981158303,1/29/2021,BAKERS SALES & SERVICES LLC,60,263417.32,1,Web,North,,0.25
5865738304,1/26/2021,NATIONAL GOLF CLASSICS INC,60,263307.5,1,Web,North,,0.25
9117188602,3/25/2021,DODSON-TYE MACHINE WORKS INC.,60,262907,1,Web,North,,0.25
6612048305,1/27/2021,CARCO INTERNATIONAL INC,60,262765,1,Web,North,,0.25
4217648309,1/23/2021,LARRYS PIZZA BRYANT INC,60,262600,1,Web,North,,0.25
6972418400,2/11/2021,PRECISION COMPACTING TECHNOLOGIES INC.,60,262225,1,Web,North,,0.25
9069618507,3/12/2021,DAVID & PATTI STOBAUGH,60,262100,1,Web,North,,0.25
4812358310,1/23/2021,LAWRENCE RIVER VALLEY PEDIATRIC DENTISTRY PLLC,60,261717.5,1,Web,North,,0.25
9722458304,1/31/2021,REECO 1 LLC,60,261466.97,1,Web,North,,0.25
7223888300,1/28/2021,T&S SAWMILL INC.,60,260899.08,1,Web,Central,,0.25
6449178308,1/27/2021,3067 HOP LLC,60,260759.17,1,Web,Central,,0.25
5235948303,1/25/2021,JIN ENTERPRISES INC,60,260692.5,1,Web,Central,,0.25
5123288410,2/7/2021,BOWMAN RESTAURANT GROUP LLC,60,260291,1,Web,Central,,0.25
4238158303,1/23/2021,WENDY CASSADY SPEECH PATHOLOGY INC,60,260241.7,1,Web,Central,,0.25
4358468808,4/16/2021,DB ARKANSAS HOLDINGS INC,60,260000,1,Web,Central,,0.25
3712088604,3/17/2021,VISION HOSPITALITY LLC,60,259675,1,Web,Central,,0.25
2962298410,2/4/2021,BRAVE INC,60,259567,1,Web,Central,,0.25
9167298304,1/30/2021,PATH UTILITY CONSTRUCTION LLC,60,259380,1,Web,Central,,0.25
4611268409,2/6/2021,WORLD SERVICES FOR THE BLIND,60,258906.55,1,Web,Central,,0.25
3511838303,1/22/2021,ARKANSAS TRAVELERS BASEBALL CLUB INC,60,258800,1,Web,Central,,0.25
2192258401,2/3/2021,WHITMORE FERTILIZER CO. INC,60,258708,1,Web,Central,,0.25
3746578705,3/31/2021,ALLEVIANT HEALTH CENTERS LLC,60,258580.57,1,Web,Central,,0.25
